Student_Name,College_Name,Stream,Year_of_Study,AI_Tools_Used,Daily_Usage_Hours,Use_Cases,Trust_in_AI_Tools,Impact_on_Grades,Do_Professors_Allow_Use,Preferred_AI_Tool,Awareness_Level,Willing_to_Pay_for_Access,Device_Used,Internet_Access,Student_ID
saanvi,"scms cochin school of business, cochin",management,4,chatgpt,2.1,content writing,4,1,no,chatgpt,5,no,mobile,high,3305
navya,"nizam college, hyderabad",commerce,2,gemini,1.1,learning new topics,2,1,no,copilot,6,yes,mobile,poor,3306
aarohi,"department of laws panjab university, chandigarh",law,2,chatgpt,2.8,learning new topics,2,1,no,gemini,10,no,laptop,poor,3307
prisha,"department of laws panjab university, chandigarh",law,2,chatgpt,2.8,learning new topics,2,1,no,gemini,10,no,laptop,medium,3308
ishita,"department of laws panjab university, chandigarh",law,2,chatgpt,2.8,learning new topics,2,1,no,gemini,10,yes,laptop,poor,3309
rakhi,"rp sharma institute of technology, patna",engineering,4,"gemini, midjourney",2.5,learning new topics,2,1,no,chatgpt,9,yes,tablet,high,3310
ramya,shivaji university,agriculture,4,gemini,0.9,exam prep,3,1,yes,chatgpt,5,yes,mobile,poor,3311
ramya,shivaji university,agriculture,4,gemini,0.9,notes,3,1,yes,chatgpt,5,yes,mobile,poor,3311
sneha,"mulund college of commerce, mumbai",commerce,2,"gemini, midjourney",0.9,learning new topics,2,-3,yes,other,9,no,laptop,high,3312
divya,indian academy group of institutions,commerce,2,"gemini, midjourney",3.7,doubt solving,4,2,yes,copilot,6,no,laptop,high,3313
divya,indian academy group of institutions,commerce,2,"gemini, midjourney",3.7,resume writing,4,2,yes,copilot,6,no,laptop,high,3313
neha,acharya nagarjuna university,pharmacy,4,"gemini, midjourney",4.2,content writing,2,-2,yes,other,4,yes,tablet,medium,3314
pooja,"tagore government college of education, port blair",arts,1,"chatgpt, copilot",1.9,learning new topics,1,0,no,gemini,8,yes,mobile,medium,3315
kavya,international school of business and research,commerce,4,copilot,2.8,exam prep,2,-3,yes,copilot,3,yes,mobile,medium,3316
kavya,international school of business and research,commerce,4,copilot,2.8,notes,2,-3,yes,copilot,3,yes,mobile,medium,3316
aishwarya,"amazon institute of hotel tourism and management,",hotel-management,3,"chatgpt, gemini, copilot",2.9,assignments,5,2,yes,chatgpt,4,no,tablet,high,3317
aishwarya,"amazon institute of hotel tourism and management,",hotel-management,3,"chatgpt, gemini, copilot",2.9,coding help,5,2,yes,chatgpt,4,no,tablet,high,3317
shreya,indian institute of technology,science,1,gemini,3.9,exam prep,3,1,no,chatgpt,1,no,laptop,high,3318
shreya,indian institute of technology,science,1,gemini,3.9,notes,3,1,no,chatgpt,1,no,laptop,high,3318
nandini,indian institute of technology,science,1,gemini,3.9,exam prep,3,1,no,chatgpt,1,yes,laptop,high,3319
nandini,indian institute of technology,science,1,gemini,3.9,notes,3,1,no,chatgpt,1,yes,laptop,high,3319
aarav,indian institute of technology,science,1,gemini,3.9,exam prep,3,1,no,chatgpt,1,no,laptop,poor,3320
aarav,indian institute of technology,science,1,gemini,3.9,notes,3,1,no,chatgpt,1,no,laptop,poor,3320
vivaan,indian institute of technology,science,1,gemini,3.9,exam prep,3,1,no,chatgpt,1,yes,laptop,poor,3321
vivaan,indian institute of technology,science,1,gemini,3.9,notes,3,1,no,chatgpt,1,yes,laptop,poor,3321
aditya,indian institute of technology,science,1,gemini,3.9,exam prep,3,1,no,chatgpt,1,yes,laptop,poor,3322
aditya,indian institute of technology,science,1,gemini,3.9,notes,3,1,no,chatgpt,1,yes,laptop,poor,3322
vihaan,indian institute of technology,science,1,gemini,3.9,exam prep,3,1,no,chatgpt,1,no,laptop,high,3323
vihaan,indian institute of technology,science,1,gemini,3.9,notes,3,1,no,chatgpt,1,no,laptop,high,3323
arjun,indian institute of technology,science,1,gemini,3.9,exam prep,3,1,no,chatgpt,1,no,laptop,high,3324
arjun,indian institute of technology,science,1,gemini,3.9,notes,3,1,no,chatgpt,1,no,laptop,high,3324
sai,indian institute of technology,science,1,gemini,3.9,exam prep,3,1,no,chatgpt,1,no,laptop,medium,3325
sai,indian institute of technology,science,1,gemini,3.9,notes,3,1,no,chatgpt,1,no,laptop,medium,3325
reyansh,indian institute of technology,science,1,gemini,3.9,exam prep,3,1,no,chatgpt,1,yes,laptop,medium,3326
reyansh,indian institute of technology,science,1,gemini,3.9,notes,3,1,no,chatgpt,1,yes,laptop,medium,3326
ayaan,indian institute of technology,science,1,gemini,3.9,exam prep,3,1,no,chatgpt,1,yes,laptop,high,3327
ayaan,indian institute of technology,science,1,gemini,3.9,notes,3,1,no,chatgpt,1,yes,laptop,high,3327
krishna,indian institute of technology,science,1,gemini,3.9,exam prep,3,1,no,chatgpt,1,no,laptop,poor,3328
krishna,indian institute of technology,science,1,gemini,3.9,notes,3,1,no,chatgpt,1,no,laptop,poor,3328
ishaan,indian institute of technology,science,1,gemini,3.9,exam prep,3,1,no,chatgpt,1,yes,laptop,poor,3329
ishaan,indian institute of technology,science,1,gemini,3.9,notes,3,1,no,chatgpt,1,yes,laptop,poor,3329
rudra,indian institute of technology,science,1,gemini,3.9,exam prep,3,1,no,chatgpt,1,no,laptop,poor,3330
rudra,indian institute of technology,science,1,gemini,3.9,notes,3,1,no,chatgpt,1,no,laptop,poor,3330
dhruv,indian institute of technology,science,1,gemini,3.9,exam prep,3,1,no,chatgpt,1,yes,laptop,medium,3331
dhruv,indian institute of technology,science,1,gemini,3.9,notes,3,1,no,chatgpt,1,yes,laptop,medium,3331
kabir,indian institute of technology,science,1,gemini,3.9,exam prep,3,1,no,chatgpt,1,no,laptop,poor,3332
kabir,indian institute of technology,science,1,gemini,3.9,notes,3,1,no,chatgpt,1,no,laptop,poor,3332
atharv,indian institute of technology,science,1,gemini,3.9,exam prep,3,1,no,chatgpt,1,yes,laptop,medium,3333
atharv,indian institute of technology,science,1,gemini,3.9,notes,3,1,no,chatgpt,1,yes,laptop,medium,3333
om,indian institute of technology,science,1,gemini,3.9,exam prep,3,1,no,chatgpt,1,no,laptop,poor,3334
om,indian institute of technology,science,1,gemini,3.9,notes,3,1,no,chatgpt,1,no,laptop,poor,3334
anaya,indian institute of technology,science,1,gemini,3.9,exam prep,3,1,no,chatgpt,1,yes,laptop,high,3335
anaya,indian institute of technology,science,1,gemini,3.9,notes,3,1,no,chatgpt,1,yes,laptop,high,3335
siya,chhatrapati shahu ji maharaj university,commerce,3,gemini,2.7,assignments,4,-3,yes,gemini,6,yes,laptop,medium,3336
siya,chhatrapati shahu ji maharaj university,commerce,3,gemini,2.7,coding help,4,-3,yes,gemini,6,yes,laptop,medium,3336
diya,"shanti devi arya mahila college, gurdaspur",commerce,3,"gemini, midjourney",0.6,exam prep,1,-1,yes,chatgpt,2,yes,mobile,high,3337
diya,"shanti devi arya mahila college, gurdaspur",commerce,3,"gemini, midjourney",0.6,notes,1,-1,yes,chatgpt,2,yes,mobile,high,3337
myra,"govt degree college women, srikakulam",medical,1,"gemini, midjourney",1.6,doubt solving,5,3,yes,other,7,yes,tablet,poor,3338
myra,"govt degree college women, srikakulam",medical,1,"gemini, midjourney",1.6,resume writing,5,3,yes,other,7,yes,tablet,poor,3338
aadhya,"ecole hoteliere lavasa, pune",hotel-management,1,"gemini, midjourney",3.9,content writing,1,-1,no,gemini,4,yes,tablet,poor,3339
riya,"sams institute of hotel management, varanasi",hotel-management,1,gemini,1.3,doubt solving,3,0,no,other,3,no,tablet,medium,3340
riya,"sams institute of hotel management, varanasi",hotel-management,1,gemini,1.3,resume writing,3,0,no,other,3,no,tablet,medium,3340
pari,kasturba gandhi degree and pg college for,arts,3,"chatgpt, copilot",3.2,learning new topics,4,-1,no,other,7,yes,tablet,poor,3341
anika,"besant theosophical college, madanapalle",agriculture,1,"chatgpt, copilot",1.0,assignments,3,-2,yes,copilot,7,no,mobile,high,3342
anika,"besant theosophical college, madanapalle",agriculture,1,"chatgpt, copilot",1.0,coding help,3,-2,yes,copilot,7,no,mobile,high,3342
ira,daulat ram college,science,2,"chatgpt, gemini, copilot",3.4,assignments,2,2,yes,gemini,3,no,laptop,high,3343
ira,daulat ram college,science,2,"chatgpt, gemini, copilot",3.4,coding help,2,2,yes,gemini,3,no,laptop,high,3343
meera,national institute of technology,science,1,"gemini, midjourney",3.4,assignments,1,2,no,gemini,5,no,tablet,poor,3344
meera,national institute of technology,science,1,"gemini, midjourney",3.4,coding help,1,2,no,gemini,5,no,tablet,poor,3344
saanvi,national institute of technology,science,1,"gemini, midjourney",3.4,assignments,1,2,no,gemini,5,no,tablet,poor,3345
saanvi,national institute of technology,science,1,"gemini, midjourney",3.4,coding help,1,2,no,gemini,5,no,tablet,poor,3345
navya,national institute of technology,science,1,"gemini, midjourney",3.4,assignments,1,2,no,gemini,5,no,tablet,high,3346
navya,national institute of technology,science,1,"gemini, midjourney",3.4,coding help,1,2,no,gemini,5,no,tablet,high,3346
aarohi,national institute of technology,science,1,"gemini, midjourney",3.4,assignments,1,2,no,gemini,5,yes,tablet,poor,3347
aarohi,national institute of technology,science,1,"gemini, midjourney",3.4,coding help,1,2,no,gemini,5,yes,tablet,poor,3347
prisha,national institute of technology,science,1,"gemini, midjourney",3.4,assignments,1,2,no,gemini,5,no,tablet,medium,3348
prisha,national institute of technology,science,1,"gemini, midjourney",3.4,coding help,1,2,no,gemini,5,no,tablet,medium,3348
ishita,national institute of technology,science,1,"gemini, midjourney",3.4,assignments,1,2,no,gemini,5,no,tablet,high,3349
ishita,national institute of technology,science,1,"gemini, midjourney",3.4,coding help,1,2,no,gemini,5,no,tablet,high,3349
rakhi,national institute of technology,science,1,"gemini, midjourney",3.4,assignments,1,2,no,gemini,5,yes,tablet,medium,3350
rakhi,national institute of technology,science,1,"gemini, midjourney",3.4,coding help,1,2,no,gemini,5,yes,tablet,medium,3350
ramya,national institute of technology,science,1,"gemini, midjourney",3.4,assignments,1,2,no,gemini,5,yes,tablet,high,3351
ramya,national institute of technology,science,1,"gemini, midjourney",3.4,coding help,1,2,no,gemini,5,yes,tablet,high,3351
sneha,national institute of technology,science,1,"gemini, midjourney",3.4,assignments,1,2,no,gemini,5,no,tablet,poor,3352
sneha,national institute of technology,science,1,"gemini, midjourney",3.4,coding help,1,2,no,gemini,5,no,tablet,poor,3352
divya,national institute of technology,science,1,"gemini, midjourney",3.4,assignments,1,2,no,gemini,5,no,tablet,medium,3353
divya,national institute of technology,science,1,"gemini, midjourney",3.4,coding help,1,2,no,gemini,5,no,tablet,medium,3353
neha,national institute of technology,science,1,"gemini, midjourney",3.4,assignments,1,2,no,gemini,5,no,tablet,medium,3354
neha,national institute of technology,science,1,"gemini, midjourney",3.4,coding help,1,2,no,gemini,5,no,tablet,medium,3354
pooja,national institute of technology,science,1,"gemini, midjourney",3.4,assignments,1,2,no,gemini,5,yes,tablet,poor,3355
pooja,national institute of technology,science,1,"gemini, midjourney",3.4,coding help,1,2,no,gemini,5,yes,tablet,poor,3355
kavya,national institute of technology,science,1,"gemini, midjourney",3.4,assignments,1,2,no,gemini,5,yes,tablet,poor,3356
kavya,national institute of technology,science,1,"gemini, midjourney",3.4,coding help,1,2,no,gemini,5,yes,tablet,poor,3356
aishwarya,national institute of technology,science,1,"gemini, midjourney",3.4,assignments,1,2,no,gemini,5,yes,tablet,high,3357
aishwarya,national institute of technology,science,1,"gemini, midjourney",3.4,coding help,1,2,no,gemini,5,yes,tablet,high,3357
shreya,national institute of technology,science,1,"gemini, midjourney",3.4,assignments,1,2,no,gemini,5,yes,tablet,poor,3358
shreya,national institute of technology,science,1,"gemini, midjourney",3.4,coding help,1,2,no,gemini,5,yes,tablet,poor,3358
nandini,national institute of technology,science,1,"gemini, midjourney",3.4,assignments,1,2,no,gemini,5,no,tablet,high,3359
nandini,national institute of technology,science,1,"gemini, midjourney",3.4,coding help,1,2,no,gemini,5,no,tablet,high,3359
aarav,national institute of technology,science,1,"gemini, midjourney",3.4,assignments,1,2,no,gemini,5,yes,tablet,poor,3360
aarav,national institute of technology,science,1,"gemini, midjourney",3.4,coding help,1,2,no,gemini,5,yes,tablet,poor,3360
vivaan,national institute of technology,science,1,"gemini, midjourney",3.4,assignments,1,2,no,gemini,5,no,tablet,high,3361
vivaan,national institute of technology,science,1,"gemini, midjourney",3.4,coding help,1,2,no,gemini,5,no,tablet,high,3361
aditya,national institute of technology,science,1,"gemini, midjourney",3.4,assignments,1,2,no,gemini,5,no,tablet,high,3362
aditya,national institute of technology,science,1,"gemini, midjourney",3.4,coding help,1,2,no,gemini,5,no,tablet,high,3362
vihaan,national institute of technology,science,1,"gemini, midjourney",3.4,assignments,1,2,no,gemini,5,no,tablet,poor,3363
vihaan,national institute of technology,science,1,"gemini, midjourney",3.4,coding help,1,2,no,gemini,5,no,tablet,poor,3363
arjun,national institute of technology,science,1,"gemini, midjourney",3.4,assignments,1,2,no,gemini,5,no,tablet,high,3364
arjun,national institute of technology,science,1,"gemini, midjourney",3.4,coding help,1,2,no,gemini,5,no,tablet,high,3364
sai,national institute of technology,science,1,"gemini, midjourney",3.4,assignments,1,2,no,gemini,5,yes,tablet,poor,3365
sai,national institute of technology,science,1,"gemini, midjourney",3.4,coding help,1,2,no,gemini,5,yes,tablet,poor,3365
reyansh,"st thomas college ranny, pathanamthitta",hotel-management,1,"gemini, midjourney",3.2,doubt solving,3,1,yes,gemini,1,yes,mobile,medium,3366
reyansh,"st thomas college ranny, pathanamthitta",hotel-management,1,"gemini, midjourney",3.2,resume writing,3,1,yes,gemini,1,yes,mobile,medium,3366
ayaan,sridora caculo college of commerce and management studies,commerce,3,"chatgpt, copilot",3.1,assignments,4,2,yes,other,7,yes,tablet,high,3367
ayaan,sridora caculo college of commerce and management studies,commerce,3,"chatgpt, copilot",3.1,coding help,4,2,yes,other,7,yes,tablet,high,3367
krishna,ias academy,medical,3,gemini,4.1,doubt solving,3,-2,no,copilot,9,no,mobile,medium,3368
krishna,ias academy,medical,3,gemini,4.1,resume writing,3,-2,no,copilot,9,no,mobile,medium,3368
ishaan,j.s. university,agriculture,3,chatgpt,0.7,assignments,5,-2,no,other,8,no,mobile,poor,3369
ishaan,j.s. university,agriculture,3,chatgpt,0.7,coding help,5,-2,no,other,8,no,mobile,poor,3369
rudra,sri satya sai university of technology &,hotel-management,2,"gemini, midjourney",3.7,doubt solving,1,-1,no,copilot,4,no,mobile,medium,3370
rudra,sri satya sai university of technology &,hotel-management,2,"gemini, midjourney",3.7,resume writing,1,-1,no,copilot,4,no,mobile,medium,3370
dhruv,indira gandhi medial college and research institute,medical,2,"chatgpt, gemini, copilot",1.3,mcq practice,1,0,yes,chatgpt,7,no,tablet,medium,3371
dhruv,indira gandhi medial college and research institute,medical,2,"chatgpt, gemini, copilot",1.3,projects,1,0,yes,chatgpt,7,no,tablet,medium,3371
kabir,shri rawatpura sarkar university,medical,4,"gemini, midjourney",1.8,exam prep,3,2,yes,gemini,10,yes,laptop,medium,3372
kabir,shri rawatpura sarkar university,medical,4,"gemini, midjourney",1.8,notes,3,2,yes,gemini,10,yes,laptop,medium,3372
atharv,"teerthanker mahaveer university, college of architecture",medical,4,chatgpt,4.5,mcq practice,2,2,no,copilot,1,no,tablet,high,3373
atharv,"teerthanker mahaveer university, college of architecture",medical,4,chatgpt,4.5,projects,2,2,no,copilot,1,no,tablet,high,3373
om,osmania university,science,1,copilot,0.8,mcq practice,4,0,yes,chatgpt,7,yes,mobile,poor,3374
om,osmania university,science,1,copilot,0.8,projects,4,0,yes,chatgpt,7,yes,mobile,poor,3374
anaya,vaikunth mehta national institute of co-operative management,management,1,"chatgpt, copilot",3.7,content writing,4,-1,no,copilot,4,no,laptop,poor,3375
siya,"amity university, kolkata",engineering,2,"chatgpt, gemini, copilot",3.2,learning new topics,1,1,yes,other,3,yes,mobile,medium,3376
diya,"faculty of pharmaceutical sciences, pdm university, bahadurgarh",pharmacy,2,chatgpt,3.0,assignments,1,-1,yes,copilot,9,no,mobile,medium,3377
diya,"faculty of pharmaceutical sciences, pdm university, bahadurgarh",pharmacy,2,chatgpt,3.0,coding help,1,-1,yes,copilot,9,no,mobile,medium,3377
myra,icfai business school,management,4,gemini,1.0,exam prep,1,-2,yes,copilot,8,no,laptop,medium,3378
myra,icfai business school,management,4,gemini,1.0,notes,1,-2,yes,copilot,8,no,laptop,medium,3378
aadhya,icfai business school,management,4,gemini,1.0,exam prep,1,-2,yes,copilot,8,yes,laptop,poor,3379
aadhya,icfai business school,management,4,gemini,1.0,notes,1,-2,yes,copilot,8,yes,laptop,poor,3379
riya,icfai business school,management,4,gemini,1.0,exam prep,1,-2,yes,copilot,8,no,laptop,poor,3380
riya,icfai business school,management,4,gemini,1.0,notes,1,-2,yes,copilot,8,no,laptop,poor,3380
pari,icfai business school,management,4,gemini,1.0,exam prep,1,-2,yes,copilot,8,no,laptop,poor,3381
pari,icfai business school,management,4,gemini,1.0,notes,1,-2,yes,copilot,8,no,laptop,poor,3381
anika,"hindu college, new delhi",commerce,4,"chatgpt, gemini, copilot",4.0,exam prep,3,3,yes,chatgpt,2,no,tablet,high,3382
anika,"hindu college, new delhi",commerce,4,"chatgpt, gemini, copilot",4.0,notes,3,3,yes,chatgpt,2,no,tablet,high,3382
ira,indian law institute,law,2,copilot,1.8,assignments,3,0,no,chatgpt,4,no,laptop,medium,3383
ira,indian law institute,law,2,copilot,1.8,coding help,3,0,no,chatgpt,4,no,laptop,medium,3383
meera,bangalore medical college and research institute,science,3,"chatgpt, copilot",0.8,assignments,1,-3,yes,chatgpt,8,no,mobile,poor,3384
meera,bangalore medical college and research institute,science,3,"chatgpt, copilot",0.8,coding help,1,-3,yes,chatgpt,8,no,mobile,poor,3384
saanvi,"government degree college for women, baramulla",commerce,3,"gemini, midjourney",3.4,learning new topics,2,-2,yes,chatgpt,2,no,tablet,poor,3385
navya,chandigarh university,medical,4,"chatgpt, copilot",4.0,doubt solving,5,3,no,copilot,3,yes,mobile,poor,3386
navya,chandigarh university,medical,4,"chatgpt, copilot",4.0,resume writing,5,3,no,copilot,3,yes,mobile,poor,3386
aarohi,chandigarh university,medical,4,"chatgpt, copilot",4.0,doubt solving,5,3,no,copilot,3,yes,mobile,high,3387
aarohi,chandigarh university,medical,4,"chatgpt, copilot",4.0,resume writing,5,3,no,copilot,3,yes,mobile,high,3387
prisha,"university business school, panjab university",management,3,chatgpt,3.1,learning new topics,3,0,yes,gemini,10,yes,tablet,medium,3388
ishita,"university business school, panjab university",management,3,chatgpt,3.1,learning new topics,3,0,yes,gemini,10,no,tablet,poor,3389
rakhi,"university business school, panjab university",management,3,chatgpt,3.1,learning new topics,3,0,yes,gemini,10,yes,tablet,poor,3390
ramya,"banasthali vidyapith, jaipur",agriculture,1,"gemini, midjourney",2.6,mcq practice,3,2,no,other,6,no,mobile,poor,3391
ramya,"banasthali vidyapith, jaipur",agriculture,1,"gemini, midjourney",2.6,projects,3,2,no,other,6,no,mobile,poor,3391
sneha,nalanda open university,agriculture,4,copilot,1.9,mcq practice,5,1,no,gemini,5,yes,tablet,high,3392
sneha,nalanda open university,agriculture,4,copilot,1.9,projects,5,1,no,gemini,5,yes,tablet,high,3392
divya,"mahatma gandhi college, trivandrum",arts,3,"chatgpt, copilot",4.0,assignments,3,1,yes,other,4,yes,tablet,medium,3393
divya,"mahatma gandhi college, trivandrum",arts,3,"chatgpt, copilot",4.0,coding help,3,1,yes,other,4,yes,tablet,medium,3393
neha,jawaharlal institute of post graduate medical education and research,science,2,"chatgpt, gemini, copilot",1.8,assignments,5,3,yes,copilot,4,no,mobile,high,3394
neha,jawaharlal institute of post graduate medical education and research,science,2,"chatgpt, gemini, copilot",1.8,coding help,5,3,yes,copilot,4,no,mobile,high,3394
pooja,college of veterinary and animal sciences,agriculture,2,gemini,3.8,learning new topics,3,1,no,other,6,no,tablet,medium,3395
kavya,college of veterinary and animal sciences,agriculture,2,gemini,3.8,learning new topics,3,1,no,other,6,yes,tablet,medium,3396
aishwarya,"mahila vidyalaya pg college, lucknow",arts,3,gemini,3.8,exam prep,3,0,no,gemini,1,no,mobile,medium,3397
aishwarya,"mahila vidyalaya pg college, lucknow",arts,3,gemini,3.8,notes,3,0,no,gemini,1,no,mobile,medium,3397
shreya,"motherhood university, roorkee",management,3,copilot,1.9,mcq practice,2,3,yes,gemini,6,yes,tablet,poor,3398
shreya,"motherhood university, roorkee",management,3,copilot,1.9,projects,2,3,yes,gemini,6,yes,tablet,poor,3398
nandini,centurion university of technology and management,arts,3,chatgpt,2.9,mcq practice,4,-3,no,copilot,1,no,tablet,high,3399
nandini,centurion university of technology and management,arts,3,chatgpt,2.9,projects,4,-3,no,copilot,1,no,tablet,high,3399
aarav,centurion university of technology and management,arts,3,chatgpt,2.9,mcq practice,4,-3,no,copilot,1,yes,tablet,high,3400
aarav,centurion university of technology and management,arts,3,chatgpt,2.9,projects,4,-3,no,copilot,1,yes,tablet,high,3400
vivaan,indian institute of information technology,engineering,2,"chatgpt, gemini, copilot",2.8,exam prep,3,3,yes,gemini,1,no,laptop,medium,3401
vivaan,indian institute of information technology,engineering,2,"chatgpt, gemini, copilot",2.8,notes,3,3,yes,gemini,1,no,laptop,medium,3401
aditya,indian institute of information technology,engineering,2,"chatgpt, gemini, copilot",2.8,exam prep,3,3,yes,gemini,1,yes,laptop,medium,3402
aditya,indian institute of information technology,engineering,2,"chatgpt, gemini, copilot",2.8,notes,3,3,yes,gemini,1,yes,laptop,medium,3402
vihaan,indian institute of information technology,engineering,2,"chatgpt, gemini, copilot",2.8,exam prep,3,3,yes,gemini,1,no,laptop,high,3403
vihaan,indian institute of information technology,engineering,2,"chatgpt, gemini, copilot",2.8,notes,3,3,yes,gemini,1,no,laptop,high,3403
arjun,indian institute of information technology,engineering,2,"chatgpt, gemini, copilot",2.8,exam prep,3,3,yes,gemini,1,yes,laptop,high,3404
arjun,indian institute of information technology,engineering,2,"chatgpt, gemini, copilot",2.8,notes,3,3,yes,gemini,1,yes,laptop,high,3404
sai,indian institute of information technology,engineering,2,"chatgpt, gemini, copilot",2.8,exam prep,3,3,yes,gemini,1,no,laptop,medium,3405
sai,indian institute of information technology,engineering,2,"chatgpt, gemini, copilot",2.8,notes,3,3,yes,gemini,1,no,laptop,medium,3405
reyansh,indian institute of information technology,engineering,2,"chatgpt, gemini, copilot",2.8,exam prep,3,3,yes,gemini,1,yes,laptop,high,3406
reyansh,indian institute of information technology,engineering,2,"chatgpt, gemini, copilot",2.8,notes,3,3,yes,gemini,1,yes,laptop,high,3406
ayaan,indian institute of information technology,engineering,2,"chatgpt, gemini, copilot",2.8,exam prep,3,3,yes,gemini,1,no,laptop,poor,3407
ayaan,indian institute of information technology,engineering,2,"chatgpt, gemini, copilot",2.8,notes,3,3,yes,gemini,1,no,laptop,poor,3407
krishna,indian institute of information technology,engineering,2,"chatgpt, gemini, copilot",2.8,exam prep,3,3,yes,gemini,1,yes,laptop,high,3408
krishna,indian institute of information technology,engineering,2,"chatgpt, gemini, copilot",2.8,notes,3,3,yes,gemini,1,yes,laptop,high,3408
ishaan,indian institute of information technology,engineering,2,"chatgpt, gemini, copilot",2.8,exam prep,3,3,yes,gemini,1,no,laptop,high,3409
ishaan,indian institute of information technology,engineering,2,"chatgpt, gemini, copilot",2.8,notes,3,3,yes,gemini,1,no,laptop,high,3409
rudra,indian institute of information technology,engineering,2,"chatgpt, gemini, copilot",2.8,exam prep,3,3,yes,gemini,1,yes,laptop,high,3410
rudra,indian institute of information technology,engineering,2,"chatgpt, gemini, copilot",2.8,notes,3,3,yes,gemini,1,yes,laptop,high,3410
dhruv,indian institute of information technology,engineering,2,"chatgpt, gemini, copilot",2.8,exam prep,3,3,yes,gemini,1,no,laptop,high,3411
dhruv,indian institute of information technology,engineering,2,"chatgpt, gemini, copilot",2.8,notes,3,3,yes,gemini,1,no,laptop,high,3411
kabir,indian institute of information technology,engineering,2,"chatgpt, gemini, copilot",2.8,exam prep,3,3,yes,gemini,1,yes,laptop,poor,3412
kabir,indian institute of information technology,engineering,2,"chatgpt, gemini, copilot",2.8,notes,3,3,yes,gemini,1,yes,laptop,poor,3412
atharv,sri venkateswara university,pharmacy,3,"gemini, midjourney",2.9,assignments,5,2,yes,chatgpt,1,no,laptop,medium,3413
atharv,sri venkateswara university,pharmacy,3,"gemini, midjourney",2.9,coding help,5,2,yes,chatgpt,1,no,laptop,medium,3413
om,indian institute of management,management,2,"chatgpt, copilot",3.6,exam prep,1,-3,no,chatgpt,9,no,laptop,medium,3414
om,indian institute of management,management,2,"chatgpt, copilot",3.6,notes,1,-3,no,chatgpt,9,no,laptop,medium,3414
anaya,indian institute of management,management,2,"chatgpt, copilot",3.6,exam prep,1,-3,no,chatgpt,9,no,laptop,medium,3415
anaya,indian institute of management,management,2,"chatgpt, copilot",3.6,notes,1,-3,no,chatgpt,9,no,laptop,medium,3415
siya,indian institute of management,management,2,"chatgpt, copilot",3.6,exam prep,1,-3,no,chatgpt,9,yes,laptop,poor,3416
siya,indian institute of management,management,2,"chatgpt, copilot",3.6,notes,1,-3,no,chatgpt,9,yes,laptop,poor,3416
diya,indian institute of management,management,2,"chatgpt, copilot",3.6,exam prep,1,-3,no,chatgpt,9,no,laptop,high,3417
diya,indian institute of management,management,2,"chatgpt, copilot",3.6,notes,1,-3,no,chatgpt,9,no,laptop,high,3417
myra,indian institute of management,management,2,"chatgpt, copilot",3.6,exam prep,1,-3,no,chatgpt,9,yes,laptop,high,3418
myra,indian institute of management,management,2,"chatgpt, copilot",3.6,notes,1,-3,no,chatgpt,9,yes,laptop,high,3418
aadhya,indian institute of management,management,2,"chatgpt, copilot",3.6,exam prep,1,-3,no,chatgpt,9,no,laptop,high,3419
aadhya,indian institute of management,management,2,"chatgpt, copilot",3.6,notes,1,-3,no,chatgpt,9,no,laptop,high,3419
riya,indian institute of management,management,2,"chatgpt, copilot",3.6,exam prep,1,-3,no,chatgpt,9,no,laptop,poor,3420
riya,indian institute of management,management,2,"chatgpt, copilot",3.6,notes,1,-3,no,chatgpt,9,no,laptop,poor,3420
pari,indian institute of management,management,2,"chatgpt, copilot",3.6,exam prep,1,-3,no,chatgpt,9,no,laptop,poor,3421
pari,indian institute of management,management,2,"chatgpt, copilot",3.6,notes,1,-3,no,chatgpt,9,no,laptop,poor,3421
anika,indian institute of management,management,2,"chatgpt, copilot",3.6,exam prep,1,-3,no,chatgpt,9,no,laptop,medium,3422
anika,indian institute of management,management,2,"chatgpt, copilot",3.6,notes,1,-3,no,chatgpt,9,no,laptop,medium,3422
ira,indian institute of management,management,2,"chatgpt, copilot",3.6,exam prep,1,-3,no,chatgpt,9,yes,laptop,medium,3423
ira,indian institute of management,management,2,"chatgpt, copilot",3.6,notes,1,-3,no,chatgpt,9,yes,laptop,medium,3423
meera,indian institute of management,management,2,"chatgpt, copilot",3.6,exam prep,1,-3,no,chatgpt,9,no,laptop,medium,3424
meera,indian institute of management,management,2,"chatgpt, copilot",3.6,notes,1,-3,no,chatgpt,9,no,laptop,medium,3424
navya,indian institute of management,management,2,"chatgpt, copilot",3.6,exam prep,1,-3,no,chatgpt,9,yes,laptop,poor,3426
navya,indian institute of management,management,2,"chatgpt, copilot",3.6,notes,1,-3,no,chatgpt,9,yes,laptop,poor,3426
aarohi,indian institute of management,management,2,"chatgpt, copilot",3.6,exam prep,1,-3,no,chatgpt,9,no,laptop,poor,3427
aarohi,indian institute of management,management,2,"chatgpt, copilot",3.6,notes,1,-3,no,chatgpt,9,no,laptop,poor,3427
prisha,indian institute of management,management,2,"chatgpt, copilot",3.6,exam prep,1,-3,no,chatgpt,9,yes,laptop,medium,3428
prisha,indian institute of management,management,2,"chatgpt, copilot",3.6,notes,1,-3,no,chatgpt,9,yes,laptop,medium,3428
